id,name,segment,state,city
CS-12505,Cindy Stewart,Consumer,North Carolina,Thomasville
MS-17770,Maxwell Schwartz,Consumer,New York,New York City
CM-12655,Corinna Mitchell,Home Office,California,Los Angeles
Co-12640,Corey-Lock,Consumer,Pennsylvania,Philadelphia
TS-21370,Todd Sumrall,Corporate,New York,New York City
JW-15220,Jane Waco,Corporate,Washington,Vancouver
JD-15790,John Dryer,Consumer,Texas,Coppell
PC-19000,Pauline Chand,Home Office,California,Los Angeles
AR-10540,Andy Reiter,Consumer,New York,New York City
AI-10855,Arianne Irving,Consumer,Pennsylvania,Philadelphia
TB-21400,Tom Boeckenhauer,Consumer,Washington,Seattle
PL-18925,Paul Lucas,Home Office,Illinois,Chicago
GH-14425,Gary Hwang,Consumer,Arizona,Tucson
MP-18175,Mike Pelletier,Home Office,California,Laguna Niguel
JM-15655,Jim Mitchum,Corporate,New Jersey,Bridgeton
CL-11890,Carl Ludwig,Consumer,Massachusetts,Everett
DB-13270,Deborah Brumfield,Home Office,California,San Diego
IG-15085,Ivan Gibson,Consumer,California,San Diego
BO-11425,Bobby Odegard,Consumer,Kentucky,Richmond
AB-10150,Aimee Bixby,Consumer,New York,Long Beach
JW-16075,Julia West,Consumer,Pennsylvania,Philadelphia
EB-13750,Edward Becker,Corporate,Washington,Seattle
SG-20470,Sheri Gordon,Consumer,New York,New York City
CM-12190,Charlotte Melton,Consumer,Pennsylvania,Philadelphia
AW-10840,Anthony Witt,Consumer,Texas,Allen
MC-18100,Mick Crebagga,Consumer,Texas,El Paso
TT-21460,Tonja Turnell,Home Office,Illinois,Aurora
VG-21805,Vivek Grady,Corporate,Virginia,Virginia Beach
MY-18295,Muhammed Yedwab,Corporate,Texas,Grapevine
RD-19480,Rick Duston,Consumer,Washington,Olympia
DP-13390,Dennis Pardue,Home Office,Illinois,Peoria
ML-17395,Marina Lichtenstein,Corporate,California,Los Angeles
JC-15385,Jenna Caffey,Consumer,Washington,Kent
JG-15160,James Galang,Consumer,California,Los Angeles
MC-17275,Marc Crier,Consumer,Louisiana,Lafayette
NW-18400,Natalie Webber,Consumer,Oregon,Tigard
TB-21280,Toby Braunhardt,Consumer,District of Columbia,Washington
BS-11380,Bill Stewart,Corporate,Illinois,Skokie
HH-15010,Hilary Holden,Corporate,California,San Francisco
CD-12280,Christina DeMoss,Consumer,Washington,Seattle
TH-21100,Thea Hendricks,Consumer,California,Los Angeles
MM-18055,Michelle Moray,Consumer,Washington,Seattle
NS-18505,Neola Schneider,Consumer,Texas,Dallas
RB-19645,Robert Barroso,Corporate,Nevada,North Las Vegas
SW-20455,Shaun Weien,Consumer,Virginia,Suffolk
EB-13930,Eric Barreto,Consumer,California,San Francisco
PS-18760,Pamela Stobb,Consumer,California,Los Angeles
HF-14995,Herbert Flentye,Consumer,Indiana,Indianapolis
HZ-14950,Henia Zydlo,Consumer,Ohio,Columbus
CD-12790,Cynthia Delaney,Home Office,California,San Diego
JK-15205,Jamie Kunitz,Consumer,California,San Francisco
FM-14215,Filia McAdams,Corporate,Ohio,Dublin
ED-13885,Emily Ducich,Home Office,California,San Diego
DA-13450,Dianna Arnett,Home Office,Texas,Houston
JW-15955,Joni Wasserman,Consumer,California,Oakland
RM-19375,Raymond Messe,Consumer,Texas,Houston
ML-17755,Max Ludwig,Home Office,Virginia,Suffolk
CC-12685,Craig Carroll,Consumer,North Carolina,Greensboro
JE-15610,Jim Epp,Corporate,Wisconsin,Milwaukee
RP-19855,Roy Phan,Corporate,Wisconsin,Kenosha
TB-21175,Thomas Boland,Corporate,Texas,Houston
BE-11455,Brad Eason,Home Office,Kansas,Olathe
JF-15565,Jill Fjeld,Consumer,Texas,Dallas
PB-19210,Phillip Breyer,Corporate,Oklahoma,Tulsa
BT-11680,Brian Thompson,Consumer,Ohio,Newark
JL-15235,Janet Lee,Consumer,Illinois,Chicago
CH-12070,Cathy Hwang,Home Office,North Carolina,Raleigh
ND-18460,Neil Ducich,Corporate,Georgia,Macon
BF-10975,Barbara Fisher,Corporate,North Carolina,Charlotte
KH-16330,Katharine Harms,Corporate,Kentucky,Bowling Green
GW-14605,Giulietta Weimer,Consumer,Washington,Seattle
NC-18625,Noah Childs,Corporate,Colorado,Aurora
ME-18010,Michelle Ellison,Corporate,California,San Francisco
BP-11230,Benjamin Patterson,Consumer,Washington,Spokane
JC-15775,John Castell,Consumer,Texas,San Antonio
AS-10090,Adam Shillingsburg,Consumer,Virginia,Charlottesville
AC-10450,Amy Cox,Consumer,Minnesota,Minneapolis
MD-17860,Michael Dominguez,Corporate,Indiana,Indianapolis
DB-13660,Duane Benoit,Consumer,New York,Oceanside
EH-13990,Erica Hackney,Consumer,Georgia,Roswell
EH-13765,Edward Hooks,Corporate,New York,Watertown
SC-20230,Scot Coram,Corporate,Texas,Arlington
JE-15715,Joe Elijah,Consumer,Colorado,Broomfield
AC-10615,Ann Chong,Corporate,New York,New York City
JD-16015,Joy Daniels,Consumer,Illinois,Chicago
CB-12415,Christy Brittain,Consumer,Ohio,Columbus
JS-16030,Joy Smith,Consumer,Texas,Houston
LW-17215,Luke Weiss,Consumer,California,Pasadena
SC-20800,Stuart Calhoun,Consumer,Texas,Houston
AM-10705,Anne McFarland,Consumer,Alabama,Auburn
RH-19510,Rick Huthwaite,Home Office,Rhode Island,Providence
CT-11995,Carol Triggs,Consumer,Minnesota,Rochester
MC-17590,Matt Collister,Corporate,New Jersey,Perth Amboy
CC-12610,Corey Catlett,Corporate,Pennsylvania,Philadelphia
KA-16525,Kelly Andreada,Consumer,California,Ontario
TC-20980,Tamara Chand,Corporate,Washington,Seattle
BF-11080,Bart Folk,Consumer,Maryland,Baltimore
MM-17260,Magdelene Morse,Consumer,Delaware,Wilmington
AH-10120,Adrian Hane,Home Office,Arizona,Tucson
BW-11200,Ben Wallace,Consumer,Florida,Boynton Beach
SW-20245,Scot Wooten,Consumer,California,Stockton
BS-11665,Brian Stugart,Consumer,Pennsylvania,Philadelphia
RF-19345,Randy Ferguson,Corporate,New Hampshire,Dover
WB-21850,William Brown,Consumer,Pennsylvania,Philadelphia
TB-21625,Trudy Brown,Consumer,Texas,Grand Prairie
AF-10870,Art Ferguson,Consumer,Texas,College Station
RB-19435,Richard Bierner,Consumer,Missouri,Saint Louis
KF-16285,Karen Ferguson,Home Office,California,Manteca
JH-15820,John Huston,Consumer,Ohio,Kent
IL-15100,Ivan Liston,Consumer,California,San Francisco
PB-18805,Patrick Bzostek,Home Office,Utah,Salt Lake City
RH-19600,Rob Haberlin,Consumer,Alabama,Huntsville
AW-10930,Arthur Wiediger,Home Office,Illinois,Aurora
ML-17410,Maris LaWare,Consumer,Connecticut,Fairfield
DB-13555,Dorothy Badders,Corporate,Florida,Jacksonville
MH-17620,Matt Hagelstein,Corporate,California,San Francisco
DK-13375,Dennis Kane,Consumer,Ohio,Marion
BT-11440,Bobby Trafton,Consumer,Colorado,Littleton
DB-13405,Denny Blanton,Consumer,Indiana,La Porte
TG-21310,Toby Gnade,Consumer,California,Los Angeles
BF-11005,Barry Franz,Home Office,California,Pasadena
JM-16195,Justin MacKendrick,Consumer,California,Los Angeles
MZ-17335,Maria Zettner,Home Office,California,San Diego
MW-18220,Mitch Webber,Consumer,New York,New York City
MV-17485,Mark Van Huff,Consumer,Virginia,Arlington
SM-20320,Sean Miller,Home Office,North Carolina,Monroe
TP-21415,Tom Prescott,Consumer,Washington,Seattle
JK-15625,Jim Karlsson,Consumer,Washington,Seattle
PJ-18835,Patrick Jones,Corporate,Tennessee,Murfreesboro
RS-19420,Ricardo Sperren,Corporate,Washington,Seattle
SV-20935,Susan Vittorini,Consumer,New York,New York City
BC-11125,Becky Castell,Home Office,Arizona,Peoria
EM-13825,Elizabeth Moffitt,Corporate,South Dakota,Sioux Falls
BM-11575,Brendan Murry,Corporate,New York,New York City
KN-16705,Kristina Nunn,Home Office,Colorado,Fort Collins
KW-16570,Kelly Williams,Consumer,Tennessee,Clarksville
SC-20260,Scott Cohen,Corporate,California,San Francisco
CV-12295,Christina VanderZanden,Consumer,California,Fresno
SG-20605,Speros Goranitis,Consumer,New York,New York City
TM-21010,Tamara Manning,Consumer,California,San Francisco
EM-13810,Eleni McCrary,Corporate,California,Los Angeles
ML-18040,Michelle Lonsdale,Corporate,New Mexico,Albuquerque
CR-12580,Clay Rozendal,Home Office,Illinois,Elmhurst
AZ-10750,Annie Zypern,Consumer,New York,New York City
PW-19240,Pierre Wener,Consumer,Colorado,Louisville
SC-20380,Shahid Collister,Consumer,Washington,Seattle
CM-11935,Carlos Meador,Consumer,North Carolina,Fayetteville
GM-14695,Greg Maxwell,Corporate,California,Los Angeles
TB-21250,Tim Brockman,Consumer,New York,New York City
JM-15865,John Murray,Consumer,New York,Jamestown
SC-20575,Sonia Cooley,Consumer,Indiana,Mishawaka
LS-17200,Luke Schmidt,Corporate,Illinois,Skokie
RR-19315,Ralph Ritter,Consumer,California,San Francisco
DB-12910,Daniel Byrd,Home Office,Florida,Tampa
TT-21220,Thomas Thornton,Consumer,Texas,Houston
LO-17170,Lori Olson,Corporate,California,La Quinta
KD-16615,Ken Dana,Corporate,Arizona,Scottsdale
NB-18580,Nicole Brennan,Corporate,Pennsylvania,Philadelphia
BD-11635,Brian Derr,Consumer,Kentucky,Bowling Green
CM-12235,Chris McAfee,Consumer,Texas,Carrollton
EN-13780,Edward Nazzal,Consumer,New York,New York City
KN-16450,Kean Nguyen,Corporate,Florida,Jacksonville
BO-11350,Bill Overfelt,Corporate,California,Los Angeles
AG-10300,Aleksandra Gannaway,Corporate,California,Los Angeles
MC-17635,Matthew Clasen,Corporate,Missouri,Saint Louis
TA-21385,Tom Ashbrook,Home Office,New York,New York City
JF-15295,Jason Fortune-,Consumer,Washington,Seattle
TT-21265,Tim Taslimi,Corporate,California,Los Angeles
SB-20170,Sarah Bern,Consumer,New York,New York City
CL-12700,Craig Leslie,Home Office,Missouri,Springfield
HG-15025,Hunter Glantz,Consumer,Texas,Amarillo
NL-18310,Nancy Lomonaco,Home Office,California,Los Angeles
RR-19525,Rick Reed,Corporate,Massachusetts,Lowell
TC-21295,Toby Carlisle,Consumer,California,San Diego
SV-20785,Stewart Visinsky,Consumer,Colorado,Pueblo
BE-11410,Bobby Elias,Consumer,Ohio,Lancaster
SC-20680,Steve Carroll,Home Office,Georgia,Columbus
DF-13135,David Flashing,Consumer,California,Vallejo
FH-14350,Fred Harton,Consumer,Washington,Seattle
MS-17530,MaryBeth Skach,Consumer,California,San Diego
RH-19555,Ritsa Hightower,Consumer,Florida,Tallahassee
GA-14515,George Ashbrook,Consumer,California,San Francisco
JP-16135,Julie Prescott,Home Office,Georgia,Columbus
Dp-13240,Dean percer,Home Office,Utah,Murray
MO-17950,Michael Oakman,Consumer,Texas,Dallas
DL-13330,Denise Leinenbach,Consumer,New Mexico,Las Cruces
MH-18025,Michelle Huthwaite,Consumer,Washington,Seattle
DR-12940,Daniel Raglin,Home Office,Massachusetts,Franklin
DM-13015,Darrin Martin,Consumer,California,Encinitas
CA-11965,Carol Adams,Corporate,Alabama,Hoover
AC-10660,Anna Chung,Consumer,Texas,Huntsville
DM-13345,Denise Monton,Corporate,Georgia,Roswell
VF-21715,Vicky Freymann,Home Office,Indiana,Columbus
CC-12370,Christopher Conant,Consumer,North Carolina,Fayetteville
BF-11275,Beth Fritzler,Corporate,Arizona,Tucson
HG-14845,Harry Greene,Consumer,Louisiana,Lake Charles
BP-11155,Becky Pak,Consumer,Georgia,Columbus
EM-14140,Eugene Moren,Home Office,Arizona,Glendale
MA-17995,Michelle Arnett,Home Office,New York,Watertown
AY-10555,Andy Yotov,Corporate,California,Oceanside
GB-14575,Giulietta Baptist,Consumer,Pennsylvania,Philadelphia
JB-16045,Julia Barnett,Home Office,Georgia,Columbus
MG-17875,Michael Grace,Home Office,New York,New York City
SR-20425,Sharelle Roach,Home Office,Colorado,Louisville
JB-16000,Joy Bell-,Consumer,Texas,Brownsville
DM-12955,Dario Medina,Corporate,Michigan,Lincoln Park
TC-21475,Tony Chapman,Home Office,Georgia,Columbus
SW-20350,Sean Wendt,Home Office,Michigan,Detroit
RE-19450,Richard Eichhorn,Consumer,Texas,Dallas
BF-11215,Benjamin Farhat,Home Office,New Mexico,Albuquerque
KB-16405,Katrina Bavinger,Home Office,California,Apple Valley
JG-15310,Jason Gross,Corporate,Rhode Island,Providence
EC-14050,Erin Creighton,Consumer,New York,New York City
EB-14110,Eugene Barchas,Consumer,Pennsylvania,Philadelphia
JP-15460,Jennifer Patt,Corporate,New York,Oceanside
CS-11845,Cari Sayre,Corporate,Washington,Seattle
GH-14410,Gary Hansen,Home Office,Arizona,Glendale
PT-19090,Pete Takahito,Consumer,Texas,Houston
JL-15130,Jack Lebron,Consumer,Texas,Houston
AH-10030,Aaron Hawkins,Corporate,Pennsylvania,Philadelphia
CC-12475,Cindy Chapman,Consumer,New York,New York City
DW-13195,David Wiener,Corporate,Texas,Houston
SJ-20215,Sarah Jordon,Consumer,Texas,Grand Prairie
BG-11740,Bruce Geld,Consumer,Pennsylvania,Philadelphia
LB-16795,Laurel Beltran,Home Office,Illinois,Highland Park
CM-11815,Candace McMahon,Corporate,Texas,Pasadena
EH-14185,Evan Henry,Consumer,Alabama,Decatur
TS-21505,Tony Sayre,Consumer,Tennessee,Columbia
PR-18880,Patrick Ryan,Consumer,California,Oakland
LC-17050,Liz Carlisle,Consumer,California,Mission Viejo
CS-12490,Cindy Schnelling,Corporate,Texas,Conroe
DH-13075,Dave Hallsten,Corporate,Kentucky,Richmond
JO-15145,Jack O'Briant,Corporate,Pennsylvania,Philadelphia
AH-10690,Anna Haberlin,Corporate,New York,New York City
HJ-14875,Heather Jas,Home Office,Florida,Jacksonville
MH-17455,Mark Hamilton,Consumer,North Carolina,Jacksonville
RD-19930,Russell D'Ascenzo,Consumer,Texas,Austin
SC-20020,Sam Craven,Consumer,Texas,Plano
SU-20665,Stephanie Ulpright,Home Office,Mississippi,Jackson
FC-14335,Fred Chung,Corporate,Texas,Mesquite
RB-19330,Randy Bradley,Consumer,Pennsylvania,Philadelphia
NC-18535,Nick Crebassa,Corporate,Texas,Dallas
DB-12970,Darren Budd,Corporate,California,Los Angeles
MF-17665,Maureen Fritzler,Corporate,Ohio,Toledo
RM-19750,Roland Murray,Consumer,New York,New York City
VM-21835,Vivian Mathis,Consumer,Delaware,Newark
EJ-13720,Ed Jacobs,Consumer,California,San Diego
NC-18415,Nathan Cano,Consumer,North Carolina,Jacksonville
LS-17230,Lycoris Saunders,Consumer,Delaware,Dover
KE-16420,Katrina Edelman,Corporate,Tennessee,Bristol
DH-13675,Duane Huffman,Home Office,Massachusetts,Quincy
PF-19120,Peter Fuller,Consumer,Arizona,Gilbert
VT-21700,Valerie Takahito,Home Office,Pennsylvania,Philadelphia
MG-17695,Maureen Gnade,Consumer,New York,Buffalo
SP-20920,Susan Pistek,Consumer,California,Los Angeles
CS-12175,Charles Sheldon,Corporate,Tennessee,Columbia
DK-12895,Dana Kaydos,Consumer,Wisconsin,Kenosha
KM-16660,Khloe Miller,Consumer,Georgia,Roswell
AA-10645,Anna Andreadi,Consumer,Pennsylvania,Chester
DD-13570,Dorothy Dickinson,Consumer,Texas,Houston
AH-10465,Amy Hunt,Consumer,New York,New York City
TP-21565,Tracy Poddar,Corporate,Colorado,Aurora
EK-13795,Eileen Kiefer,Home Office,California,Santa Ana
CR-12820,Cyra Reiten,Home Office,New York,New York City
SG-20890,Susan Gilcrest,Corporate,Texas,Mcallen
AH-10585,Angele Hood,Consumer,Illinois,Chicago
NF-18475,Neil Franzosisch,Home Office,Illinois,Rockford
BS-11365,Bill Shonely,Corporate,New York,New York City
SH-20635,Stefanie Holloman,Corporate,Tennessee,Jackson
RD-19720,Roger Demir,Consumer,Florida,Daytona Beach
AG-10330,Alex Grayson,Consumer,California,Stockton
GR-14560,Georgia Rosenberg,Corporate,California,San Francisco
VS-21820,Vivek Sundaresam,Consumer,California,Los Angeles
TM-21490,Tony Molinari,Consumer,Oklahoma,Oklahoma City
TS-21430,Tom Stivers,Corporate,California,Los Angeles
DB-13360,Dennis Bolton,Home Office,New York,New York City
NR-18550,Nick Radford,Consumer,Illinois,Aurora
CS-11860,Cari Schnelling,Consumer,North Carolina,Jacksonville
MF-18250,Monica Federle,Corporate,California,Los Angeles
LW-17125,Liz Willingham,Consumer,Connecticut,Norwich
AR-10345,Alex Russell,Corporate,Massachusetts,Lawrence
KS-16300,Karen Seio,Corporate,Utah,Lehi
AB-10015,Aaron Bergman,Consumer,Washington,Seattle
LR-17035,Lisa Ryan,Corporate,Pennsylvania,Philadelphia
SS-20410,Shahid Shariari,Consumer,California,Los Angeles
JM-15580,Jill Matthias,Consumer,North Carolina,Monroe
JK-15325,Jason Klamczynski,Corporate,Texas,Dallas
DM-13525,Don Miller,Corporate,Texas,Houston
ML-18265,Muhammed Lee,Consumer,Washington,Seattle
MH-17290,Marc Harrigan,Home Office,California,Los Angeles
FC-14245,Frank Carlisle,Home Office,Ohio,Lakewood
TH-21115,Thea Hudgings,Corporate,Pennsylvania,Philadelphia
JK-16090,Juliana Krohn,Consumer,Nebraska,Omaha
SB-20185,Sarah Brown,Consumer,New Hampshire,Concord
BG-11035,Barry Gonzalez,Consumer,Louisiana,Monroe
BW-11065,Barry Weirich,Consumer,North Carolina,Raleigh
MG-18205,Mitch Gastineau,Corporate,Florida,Jacksonville
DO-13645,Doug O'Connell,Consumer,California,Los Angeles
BP-11050,Barry Pond,Corporate,Rhode Island,Cranston
TS-21655,Trudy Schmidt,Consumer,Wisconsin,Milwaukee
EM-14200,Evan Minnotte,Home Office,Virginia,Virginia Beach
AO-10810,Anthony O'Donnell,Corporate,California,Los Angeles
MH-17440,Mark Haberlin,Corporate,New York,New York City
SS-20515,Shirley Schmidt,Home Office,Kentucky,Louisville
LD-16855,Lela Donovan,Corporate,Illinois,Chicago
VP-21760,Victoria Pisteka,Corporate,California,San Francisco
TC-21145,Theresa Coyne,Corporate,New Jersey,Lakewood
IM-15055,Ionia McGrath,Consumer,California,Roseville
AR-10570,Anemone Ratner,Consumer,Georgia,Columbus
CM-12715,Craig Molinari,Corporate,Texas,Huntsville
FW-14395,Fred Wasserman,Corporate,Alabama,Huntsville
LC-16960,Lindsay Castell,Home Office,Virginia,Arlington
HE-14800,Harold Engle,Corporate,Illinois,Chicago
BD-11560,Brendan Dodson,Home Office,California,Fresno
HD-14785,Harold Dahlen,Home Office,Pennsylvania,Philadelphia
CJ-11875,Carl Jackson,Corporate,Pennsylvania,Philadelphia
RS-19870,Roy Skaria,Home Office,Iowa,Burlington
SC-20845,Sung Chung,Consumer,Illinois,Arlington Heights
RE-19405,Ricardo Emerson,Consumer,Ohio,Kent
SM-20905,Susan MacKendrick,Consumer,Ohio,Newark
